26.8182;5.37364;0;200;
29;5.79969;0;400;
33.9091;6.6668;0;600;
36.0909;7.06405;0;800;
42.5455;3.20124;0;1000;
48;5.64076;0;1200;
53.9091;8.19595;0;1400;
53.6364;11.2353;0;1600;
65.3636;34.5076;0;1800;
53;5.06324;0;2000;
56;11.5837;0;2200;
60;6.45262;0;2400;
87.2727;54.7425;0;2600;
64.8182;7.05586;0;2800;
72.0909;9.29765;0;3000;
76.8182;10.4082;0;3200;
76.6364;8.78297;0;3400;
77.9091;14.7922;0;3600;
87.3636;9.03803;0;3800;
99.5455;33.4103;0;4000;
110.636;25.0319;0;4200;
99.5455;20.8822;0;4400;
105;21.1445;0;4600;
99.0909;5.74384;0;4800;
120.182;21.1996;0;5000;
117.909;23.9334;0;5200;
130.364;26.3068;0;5400;
122.455;21.2704;0;5600;
140.818;34.7846;0;5800;
139.273;37.1926;0;6000;
125;11.0536;0;6200;
127.091;4.94432;0;6400;
144.545;25.0177;0;6600;
147;27.0353;0;6800;
149.909;24.6925;0;7000;
159.273;21.5495;0;7200;
159.455;26.1512;0;7400;
163.091;35.2793;0;7600;
149.909;11.2852;0;7800;
178.364;21.6218;0;8000;
167.818;20.6125;0;8200;
180.545;35.3151;0;8400;
170.182;14.64;0;8600;
180.364;15.3935;0;8800;
179.818;22.0116;0;9000;
177.545;15.1319;0;9200;
200;38.9965;0;9400;
291.636;192.509;0;9600;
200.909;30.4376;0;9800;
192.364;24.3992;0;10000;
202.636;25.2164;0;10200;
229.727;53.9227;0;10400;
227.909;46.5197;0;10600;
232.091;51.5019;0;10800;
210.727;14.9672;0;11000;
212.636;23.8681;0;11200;
225.091;33.1016;0;11400;
227.727;23.156;0;11600;
225.636;20.1867;0;11800;
225.818;30.6351;0;12000;
258;37.9018;0;12200;
225.818;18.4086;0;12400;
243.091;35.3128;0;12600;
240.182;35.6034;0;12800;
238.091;12.9787;0;13000;
243.091;18.3623;0;13200;
239.545;12.5869;0;13400;
245.636;17.4995;0;13600;
256.182;34.3692;0;13800;
263.818;32.4956;0;14000;
256.182;12.6406;0;14200;
270.545;22.7411;0;14400;
285.182;36.0929;0;14600;
286.091;47.794;0;14800;
268.455;15.0294;0;15000;
271.455;22.661;0;15200;
293.636;30.3922;0;15400;
272;8.40995;0;15600;
279;15.9374;0;15800;
282.909;16.8978;0;16000;
306.545;37.8619;0;16200;
321.909;63.5445;0;16400;
329.636;55.6895;0;16600;
323;44.4338;0;16800;
306.818;17.5697;0;17000;
323.909;37.191;0;17200;
315.818;25.4909;0;17400;
340;63.0036;0;17600;
314.909;28.6688;0;17800;
322.455;14.987;0;18000;
346.273;55.7365;0;18200;
350.909;55.1303;0;18400;
336.182;20.2566;0;18600;
352;49.1047;0;18800;
349.091;23.7925;0;19000;
340.091;30.2729;0;19200;
359.818;54.3103;0;19400;
365.091;34.4765;0;19600;
358.091;22.4761;0;19800;
51569.1;162130;0;20000;
7.63636;0.979121;0;20200;
7.45455;0.655555;0;20400;
7.36364;0.642824;0;20600;
7.72727;1.05235;0;20800;
8;1.12815;0;21000;
9.45455;7.80866;0;21200;
9.63636;7.42566;0;21400;
7.81818;0.935966;0;21600;
7.36364;1.06794;0;21800;
7.36364;0.881396;0;22000;
7.45455;0.987525;0;22200;
7.54545;0.78203;0;22400;
10.0909;7.60926;0;22600;
9.36364;5.70921;0;22800;
7.81818;1.02852;0;23000;
10.1818;6.92582;0;23200;
7.36364;0.771389;0;23400;
7.72727;1.65644;0;23600;
9.54545;6.88032;0;23800;
6.90909;0.668043;0;24000;
11.0909;8.54352;0;24200;
9.18182;6.3363;0;24400;
9.54545;8.40307;0;24600;
7.72727;1.05235;0;24800;
7.63636;1.06794;0;25000;
7.72727;0.962091;0;25200;
7.72727;1.05235;0;25400;
9.54545;7.47558;0;25600;
9.63636;7.76089;0;25800;
7.27273;0.862439;0;26000;
9.09091;7.29202;0;26200;
6.90909;0.792527;0;26400;
7.18182;1.02852;0;26600;
9.45455;6.89352;0;26800;
7.09091;0.995859;0;27000;
7.54545;0.987525;0;27200;
6.54545;0.890724;0;27400;
