68.0909;2.8748;0;200;
229.636;4.11809;0;400;
469.636;9.34464;0;600;
480.364;8.94704;0;800;
583.455;14.7301;0;1000;
549.545;10.2369;0;1200;
543.727;19.1838;0;1400;
604;12.9755;0;1600;
495.727;14.8146;0;1800;
456.727;9.34287;0;2000;
415.364;28.5061;0;2200;
386.182;9.86102;0;2400;
474;16.3207;0;2600;
419;20.445;0;2800;
586.364;24.7323;0;3000;
453;26.0384;0;3200;
477.091;11.0079;0;3400;
500.364;13.3639;0;3600;
424.909;16.8978;0;3800;
371.455;15.1739;0;4000;
489.909;32.3516;0;4200;
388.091;16.0366;0;4400;
383;23.1242;0;4600;
544.727;19.735;0;4800;
452.091;22.6493;0;5000;
436.636;33.966;0;5200;
514.364;21.2144;0;5400;
586.364;36.3875;0;5600;
579.455;40.8976;0;5800;
390.182;13.503;0;6000;
587.364;47.6546;0;6200;
586.455;25.8364;0;6400;
596.364;14.8463;0;6600;
519.727;20.9158;0;6800;
528.273;10.4193;0;7000;
407.727;21.1535;0;7200;
606.545;30.2516;0;7400;
564.909;17.2123;0;7600;
437.455;33.6273;0;7800;
386.091;26.9729;0;8000;
577.909;54.7763;0;8200;
500.273;45.0012;0;8400;
622.455;36.7383;0;8600;
565.091;20.9738;0;8800;
570.909;32.9447;0;9000;
567.818;50.3349;0;9200;
436.727;34.5756;0;9400;
533;49.5929;0;9600;
406.182;34.226;0;9800;
600.545;39.0067;0;10000;
563.727;55.2056;0;10200;
570.727;66.9221;0;10400;
609.455;26.2345;0;10600;
448.273;49.9074;0;10800;
559.091;30.2608;0;11000;
476.818;52.3916;0;11200;
416.636;23.4299;0;11400;
393.182;20.0718;0;11600;
417.182;42.5437;0;11800;
494.818;38.4727;0;12000;
572.455;44.6428;0;12200;
480.636;62.363;0;12400;
414.545;52.9706;0;12600;
562.182;35.9186;0;12800;
584.545;26.4037;0;13000;
397.727;45.9606;0;13200;
443.636;20.986;0;13400;
558.091;10.3963;0;13600;
425.455;24.7363;0;13800;
420.273;44.1157;0;14000;
404.636;55.0806;0;14200;
403.273;25.4847;0;14400;
464.455;20.6105;0;14600;
535;28.8759;0;14800;
433.455;32.2698;0;15000;
603.818;59.9376;0;15200;
525.364;26.1925;0;15400;
551.727;18.8877;0;15600;
556.909;24.4966;0;15800;
419.727;45.0113;0;16000;
531.091;63.0663;0;16200;
656.364;66.5654;0;16400;
498.909;93.6924;0;16600;
542.182;54.9013;0;16800;
589.455;38.1632;0;17000;
429.909;65.8296;0;17200;
598.364;420.683;0;17400;
465.455;30.4731;0;17600;
485.818;55.027;0;17800;
473.909;20.4426;0;18000;
505.182;46.6745;0;18200;
507.273;22.1855;0;18400;
447;65.887;0;18600;
649.909;99.1495;0;18800;
592.364;44.3893;0;19000;
580.455;70.1769;0;19200;
528.636;58.7387;0;19400;
578.273;53.5607;0;19600;
478.909;40.4035;0;19800;
618.455;36.2325;0;20000;
550.818;60.2069;0;20200;
463.273;81.5298;0;20400;
496;75.4743;0;20600;
560.636;54.8042;0;20800;
654.818;63.7991;0;21000;
488.273;57.1332;0;21200;
579.909;33.2824;0;21400;
482.727;29.7202;0;21600;
545.364;44.0934;0;21800;
604.818;67.5935;0;22000;
660.909;81.2409;0;22200;
452.909;76.5096;0;22400;
546.364;77.3037;0;22600;
497.182;35.4371;0;22800;
484.545;40.4438;0;23000;
517.818;70.7837;0;23200;
465.545;37.9482;0;23400;
478.364;27.6677;0;23600;
416.091;31.9131;0;23800;
590.545;37.7006;0;24000;
562.455;68.1247;0;24200;
465.455;39.9826;0;24400;
641.727;51.7987;0;24600;
553.364;66.6269;0;24800;
412.364;57.991;0;25000;
553.909;65.0013;0;25200;
429.455;39.0789;0;25400;
506.091;45.2979;0;25600;
606.455;77.2203;0;25800;
423.636;59.9246;0;26000;
483.455;66.5929;0;26200;
529.909;32.1995;0;26400;
573.455;41.6443;0;26600;
584.273;54.9083;0;26800;
584.273;24.9439;0;27000;
629.091;56.0186;0;27200;
414.636;52.5223;0;27400;
